idDrink,strDrink,strCategory,strAlcoholic,strGlass,strInstructions,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15;;;
;;;
14784,Hot Peppermint Chocolate,Ordinary Drink,Alcoholic,Make hot chocolate (preferably using water) according to instructions. Mix in Rumple Minze and enjoy.,,Hot chocolate,Rumple Minze,,,,,,,,,,,,;;;
;;;
14786,Exotic summernight,Ordinary Drink,Alcoholic,Mix vodka and orange- and pineapplejuice and pour over ice in a glass. Layer a little grenadine on top. Garnish with a slice of orange.,,Grenadine,Vodka,Orange juice,Pineapple juice,,,,,,,,,,;;;
;;;
14788,Walker's Revenge,Cocktail,Alcoholic,Add rums over ice and fill glass with ice tea. Best in a tall frosty glass.,,Light rum,Dark rum,Iced tea,,,,,,,,,,,;;;
;;;
14790,Booty Juice,Shot,Alcoholic,Fill mixing glass 1/2 full with ice. Add all ingerdients. Strain into a rocks glass.,,Midori melon liqueur,Malibu rum,Spiced rum,151 proof rum,,,,,,,,,,;;;
;;;
"14792,Naked Navel,Shot,Alcoholic,""Keep both bottles in the freezer. Pour vodka first to the 1 oz line. Pour in the schnapps, which will form a ball in the bottom of the glass."",,Absolut Vodka,Peach schnapps,,,,,,,,,,,,";;;
;;;
"14794,Jan's Jello Shots,Shot,Alcoholic,""Dissolve jello with 1 cup boiling water, add 1 cup vodka and srir, pour into shot glasses, ice trays, or in 1 oz plastic cups found at party supply stores (they even have little lids for them), chill until firm. Each person can use a knife or their tongue to loosen the edges of the jello and then suck them down. If you use the 1 oz plastic cups and lids you can serve them by placing all of the cups in a large bowl filled with ice...they will stay cold longer, and they look really festive! * Try making an assortment using several flavors of jello!"",,Jello,Water,Vodka,,,,,,,,,,,";;;
;;;
14796,Grendel,Ordinary Drink,Alcoholic,Shaken with ice and put in a pint glass and topped with lemonade.,,Cointreau,Blue Curacao,White Creme de Menthe,Advocaat,Vodka,Rum,Cream,,,,,,,;;;
;;;
14798,Sex on the Pool Table,Other/Unknown,Alcoholic,Over ice mix equal parts of each alchohol. Top with the grapefruit juice. Shake to blend.,,Triple sec,Peach schnapps,Chambord raspberry liqueur,Midori melon liqueur,Grapefruit juice,,,,,,,,,;;;
;;;
14800,Three Wise Men (vodka),Shot,Alcoholic,pour 2/3 of an oz. of each ingrediant into a shot glass and drink.,,Jägermeister,Absolut Vodka,Rumple Minze,,,,,,,,,,,;;;
;;;
"14802,Ruby Relaxer,Ordinary Drink,Alcoholic,""Combine shots of peach schnapps, vodka and malibu rum. Fill glass almost to top with pineapple juice and splash in cranberry juice for a touch o' color."",,Peach schnapps,Vodka,Malibu rum,Pineapple juice,Cranberry juice,,,,,,,,,";;;
;;;
14806,Raspberry kamikaze,Ordinary Drink,Alcoholic,Mix all ingredients in a glass and add ice ! Enjoy!!,,Vodka,Triple sec,Raspberry liqueur,,,,,,,,,,,;;;
;;;
14808,Nightcap,Milk / Float / Shake,Alcoholic,Heat milk. Add sugar. Add Kahlua. Nutmeg on top. Sleep tight.,,Kahlua,Nutmeg,Milk,Powdered sugar,,,,,,,,,,;;;
;;;
"14810,Pinky,Shot,Alcoholic,""Pour Rumple Minze into glass first, add Firewater"",,Rumple Minze,Firewater,,,,,,,,,,,,";;;
;;;
14812,Paul Raspberry,Shot,Alcoholic,Pour vodka in medium-sized shot glass Add a mouthful of 2% milk Add a drop or two of grenadine Ice optional.,,Vodka,Milk,Grenadine,,,,,,,,,,,;;;
;;;
"14814,Plead the 5th,Shot,Alcoholic,""mix all on the rocks,shake,strain,and serve."",,Gin,Sambuca,Kahlua,,,,,,,,,,,";;;
;;;
"14816,Passed Out Naked on the Bathroom Floor,Shot,Alcoholic,""Pour each ingredient into the shot glass, in this order: Rumple Minze, Jägermeister, Jose Cuervo Gold Tequila, then Bacardi 151 Rum. No need to mix, it mixes fine in this order."",,Rumple Minze,Jägermeister,Gold tequila,151 proof rum,,,,,,,,,,";;;
;;;
"14818,Wild Sex,Punch / Party Drink,Alcoholic,""Fill glass with ice and pour Malibu, peach schnapps and 151 into glass. After putting the right amount of liquor put your juices on top and splash of grenadine. When you have all of that done take your shaker tin, fitting it on top of the glass and give it a couple of good shakes."",,Ice,Malibu rum,Peach schnapps,151 proof rum,Orange juice,Cranberry juice,Pineapple juice,,,,,,,";;;
;;;
"14820,Cazuela,Other/Unknown,Alcoholic,""In a cazuela that is made of clay, put ice, salt, lime, orange, lemon, and grapefruit in cazuela then add granadine, and the tequila, then fill with Squirt, use a straw to stir."",,Tequila,Salt,Lime,Orange,Grapefruit,Lemon,Grenadine,,,,,,,";;;
;;;
14822,Lifesaver,Ordinary Drink,Alcoholic,Shake well. Serve in rocks glass,,Midori melon liqueur,Light rum,Pineapple juice,,,,,,,,,,,;;;
;;;
14824,Voodoo Dew,Ordinary Drink,Alcoholic,Poor shots into jar or glass and then poor can of dew in!! Mix well and enjoy!!!,,151 proof rum,Mountain Dew,,,,,,,,,,,,;;;
;;;
14826,Hispaniola,Ordinary Drink,Alcoholic,Add ice and a cherry. Stir.,,Dark rum,Curacao,Sweet and sour,,,,,,,,,,,;;;
;;;
14828,Geting,Ordinary Drink,Alcoholic,Start with the ice then you take the vodka then the liquor then the ginger ale,,Absolut Vodka,Banana liqueur,Ginger ale,,,,,,,,,,,;;;
;;;
14830,Jack Daniel's Lynchburg Lemonade,Ordinary Drink,Alcoholic,Add ice and stir. Garnish with lemon slices and cherries.,,Jack Daniels,Sweet and sour,Triple sec,Sprite,,,,,,,,,,;;;
;;;
"14832,Lemon Splash Martini,Ordinary Drink,Alcoholic,""Mix Vodka, Amaretto, Tripple Sec and a 1/2 squeeze of Lemon wedge in a shaker with ice. Shake. Squeeze remaining lemon juice into Martini glass. Pour mixture into glass. Garnish with a lemon twist."",,Vodka,Triple sec,Amaretto,Lemon,,,,,,,,,,";;;
;;;
"14834,Moonlight Drive,Cocktail,Alcoholic,""First apply a alcohol into cup. Then add juices. Shake,shake, rattle and roll. Then put into cup with ice. Add cherries and lemons."",,Vodka,Rum,Sloe gin,Malibu rum,Amaretto,Orange juice,Pineapple juice,,,,,,,";;;
;;;
14836,Camel Hump,Shot,Alcoholic,Pour Butterscotch Schnapps in a shot glass 3/4 of the way full. Fill rest of drink with Bailey's Irish Cream.,,Butterscotch schnapps,Bailey's irish cream,,,,,,,,,,,,;;;
;;;
"14838,The Drink,Cocktail,Alcoholic,""Rinse glass with Sherry, discard Sherry. Shake gin over ice in separate glass to chill. Fill rinsed glass with ice, pour chilled gin over ice. Garnish with lemon twist (optional)."",,Sherry,Gin,Ice,,,,,,,,,,,";;;
;;;
"14840,Pablo's shot,Shot,Alcoholic,""First, pour the scotch in a shot glass, then pour the kirsch and amaretto. Add the Dubonnet rouge very carefully trying not to mix the ingredients. Finally pour the mint. Do not mix. Drink in one shot."",,Scotch,Kirschwasser,Dubonnet Rouge,Amaretto,Mint syrup,,,,,,,,,";;;
;;;
"14842,Midnight Mint,Cocktail,Alcoholic,""If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass."",http://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,Bailey's irish cream,White Creme de Menthe,Cream,,,,,,,,,,,";;;
;;;
"14844,Creole Scream,Cocktail,Alcoholic,""Mix the rum, grenadine, vermouth and angostura. Shake with ice. Add the olive."",,White rum,Dry Vermouth,Angostura bitters,Grenadine,Olive,,,,,,,,,";;;
;;;
"14846,Chocolate Martini #2,Shot,Alcoholic,""Shake ingredients with ice, then strain into a shot glass."",,Creme de Cacao,Vodka,,,,,,,,,,,,";;;
;;;
14848,Gimlet #2,Ordinary Drink,Alcoholic,Fill the glass to 2/3 with ice cubes. Shake the gin and lime and pour into the glass.,,Gin,Lime juice cordial,,,,,,,,,,,,;;;
;;;
14850,Hawaiian Shooter,Shot,Alcoholic,Mix with ice and strain in tall shot glass.,,Vodka,Southern Comfort,Amaretto,Midori melon liqueur,Orange juice,Pineapple juice,Grenadine,,,,,,,;;;
;;;
14852,Hot Nuts,Shot,Alcoholic,1 ounce of brandy mixed with a small cup of hot coffee then add a few drops of tobasco sause,,Coffee,Brandy,Rye whiskey,,,,,,,,,,,;;;
;;;
14854,Tiatip,Shot,Alcoholic,Chill Tia Maria and Baileys Irish cream 20 degrees In shot glass fill half way with Tia Maria then very carefully add Bailey Irish cream on top. Do not allow them to mix. Keep them seperated. There's your shot. Enjoy!,,Tia maria,Bailey's irish cream,,,,,,,,,,,,;;;
;;;
"14856,Grandmom's slipper,Shot,Alcoholic,""Pour 2cl of Bailey's right in. Then pour the salmiac vodka in BUT don't let them mix into gray: there should be creamish white and also deep black visible in the drink, slightly mixed."",,Bailey's irish cream,Vodka,,,,,,,,,,,,";;;
;;;
"14858,Coco Rush,Ordinary Drink,Alcoholic,""Add OJ, Cranberry juice, and Malibu into a mixing glass and pour into the highball glass."",,Orange juice,Cranberry juice,Malibu rum,,,,,,,,,,,";;;
;;;
14860,Talos Coffee,Coffee / Tea,Alcoholic,Add your GM and then add your coffee.,http://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg,Grand Marnier,Coffee,,,,,,,,,,,,;;;
;;;
14862,Harlem Mugger,Cocktail,Alcoholic,build over ice in order,,Vodka,Gin,White rum,Tequila,Champagne,Cranberry juice,Lime,,,,,,,;;;
;;;
14864,Ganggreen,Soft Drink / Soda,Alcoholic,Take the Highball glass or anything that will hold 12 oz. of soda and pour the soda in the glass. Next take one shot of the Capt. Morgan and add it to the Dew. And finally add one shot of the Johnnie Walker red label to the mix. Stir it and enjoy.,,Mountain Dew,Spiced rum,Johnnie Walker,,,,,,,,,,,;;;
;;;
14866,Goombay Smash,Ordinary Drink,Alcoholic,Mix all ingredients in highball with ice and shake. Garnish with orange slice and cherry.,,Spiced rum,Malibu rum,Apricot brandy,Pineapple juice,Orange juice,,,,,,,,,;;;
;;;
14868,Ecto Cooler,Punch / Party Drink,Alcoholic,Mix all ingredients in a large (1/2 gallon) pitcher. Shake and enjoy!,,Kool-Aid,Vodka,Lemon,Lime,Sugar,Water,,,,,,,,;;;
;;;
"14870,Hurricane Leah,Ordinary Drink,Alcoholic,""Pour over ice into hurricane or parfait glass, stir. Garnish with orange peel."",,Light rum,Gin,Vodka,Tequila,Blue Curacao,Cherry brandy,Sour mix,,,,,,,";;;
;;;
14872,Boat drink,Cocktail,Alcoholic,To a glass of ice add Captain Morgan's spiced rum. Add a splash of tonic water. Rim glass with lime. Drink. Repeat.,,Spiced rum,Tonic water,Lime,,,,,,,,,,,;;;
;;;
14876,Tequila Slammer,Shot,Alcoholic,Pour tequila into shot glass. Next pour in Mountain Dew. Hold your hand over the top of the glass and slam it down. The shot will change color. Take the shot.,,Tequila,Mountain Dew,,,,,,,,,,,,;;;
;;;
14878,Ankle Breaker,Ordinary Drink,Alcoholic,Combine all ingredients with cracked ice in a cocktail shaker. Shake well. Strain into a chilled old-fashioned glass.,,151 proof rum,Cherry brandy,Lime juice,Sugar syrup,,,,,,,,,,;;;
;;;
"14880,Flaming Gorilla,Shot,Alcoholic,""pour into shot glass, layering ingredients, from top to bottom light on fire and extinguish after 15 seconds."",,Peppermint schnapps,Kahlua,151 proof rum,,,,,,,,,,,";;;
;;;
"14882,Buttafuoco,Ordinary Drink,Alcoholic,""In a cocktail shaker, combine all ingredients except club soda and cherry with cracked ice. Shake well. Strain into glass over ice cubes and fill with club soda. Stir, then add cherry."",,Tequila,Galliano,Cherry liqueur,Lemon juice,Club soda,Maraschino cherry,,,,,,,,";;;
;;;
14884,Butternut Rum Lifesaver,Shot,Alcoholic,Mix ingredients Chill over ice Strain into shot glass,,Bailey's irish cream,Butterscotch schnapps,Malibu rum,Pineapple juice,,,,,,,,,,;;;
;;;
"14886,Luteåtdæ,Shot,Alcoholic,""Mix Tequila and Tabasco together, then put it in the shot glass. Now put 1 cl of rum ontop."",,Rum,Tabasco sauce,Tequila,,,,,,,,,,,";;;
;;;
14888,Zinger,Soft Drink / Soda,Alcoholic,Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.,,Peachtree schnapps,Surge,,,,,,,,,,,,;;;
;;;
"14890,Malibu Milk Shake,Milk / Float / Shake,Alcoholic,""Put all ingredients in a blender, blend till smooth, should create a small frothy head. Pour into to any glass handy, and enjoy your milkshake!"",,Milk,Malibu rum,Sugar,Ice,,,,,,,,,,";;;
;;;
14892,Demon Drop,Shot,Alcoholic,Add the Everclear first and then the OJ so the OJ settles on the top. Then shoot it. Repeat.,,Everclear,Orange juice,,,,,,,,,,,,;;;
;;;
"14894,Tornado,Other/Unknown,Alcoholic,""mix everything except cola, sugar and ice in glass. then stir in sugar. then add ice cubes. finally, pour in cola. stir three times. drink."",,Whiskey,Rum,Tequila,Vodka,Coca-Cola,Sugar,Ice,,,,,,,";;;
;;;
14896,Slow Painful Movement,Other/Unknown,Alcoholic,Shake the gin and the schnapps together in ice. Pour into glass Dribble the chocalte syrup in a circle on the bottom of the glass. (do not mix),,Sloe gin,Cinnamon schnapps,Chocolate syrup,,,,,,,,,,,;;;
;;;
14898,Memachau,Beer,Alcoholic,Pour lager into beer mug or pint glass: add Kahlua. Stir.,,Lager,Kahlua,,,,,,,,,,,,;;;
;;;
"14900,The G.O.A.T.,Punch / Party Drink,Alcoholic,""Put all this together in a cup and pour into shot glasses, this obviously makes three shots. The Shots are ratios, the more the better."",,Vodka,Tequila,Dark rum,Tabasco sauce,,,,,,,,,,";;;
;;;
"14902,Leaving Las Vegas,Cocktail,Alcoholic,""Layer and stir, garnish with lemon"",,Triple sec,Vodka,Light rum,Gin,Lemonade,Sugar,Sprite,,,,,,,";;;
;;;
14904,Karlsson,Cocktail,Alcoholic,Shake Well and pour into glass enjoy,,Pisang Ambon,Bailey's irish cream,Malibu rum,,,,,,,,,,,;;;
;;;
"14906,""Cherry Bomb, Traditional"",Other/Unknown,Alcoholic,""Place all 6 8oz jars of cherries (drained), mixed with EVERCLEAR into sealable cannister for approx. 2 and half months, serve by the shot. To drown out flavor of everclear, put one cherry in shot glass, and fill with sprite or 7up. Take cherry and soda into mouth at same time, chew cherry, and swallow all together. Enjoy!!"",,Everclear,Cherries,,,,,,,,,,,,";;;
;;;
14908,Sweet Death,Ordinary Drink,Alcoholic,Fill glass with ice then pour ingrediants in order then stir.,,Malibu rum,151 proof rum,Vodka,Sour mix,Cranberry juice,,,,,,,,,;;;
;;;
14910,Lasseman's Partysaver,Coffee / Tea,Alcoholic,Mix the black coffee with the Ouzo(until you can't feel the ouzo taste anymore) and put a little blob of whipped cream on top - Drink and enjoy...,,Ouzo,Coffee,Whipped cream,,,,,,,,,,,;;;
;;;
"14912,Fruitopia,Ordinary Drink,Alcoholic,""Pour ingredients, Shake with Ice and serve with a straw. Garnish if desired with an Orange Slice."",,Amaretto,Malibu rum,Bacardi Limon,Pineapple juice,Orange juice,Grenadine,,,,,,,,";;;
;;;
"14914,Mad Scientist,Shot,Alcoholic,""Fill shot glass less than 1/2 full with blueberry schnapps, add same amount of raspberry schnapps. Slowly top off with grenadine. Dribble a small amount of Bailey's on top.."",,Blueberry schnapps,Raspberry schnapps,Grenadine,Bailey's irish cream,,,,,,,,,,";;;
;;;
14916,Fairytale,Ordinary Drink,Alcoholic,Just pour the vodka and the chocolate syrup together in a glass. Shake well. Then add the mixture of crushed ice and strawberries and voila'.,,Absolut Vodka,Chocolate syrup,Strawberries,Ice,,,,,,,,,,;;;
;;;
"14918,Liquid Crack,Shot,Alcoholic,""Pour one-third of Rumple Minze, Jägermeister, and Goldschlager into a shot glass"",,Peppermint schnapps,Jägermeister,Goldschlager,,,,,,,,,,,";;;
;;;
14920,Southern Joe,Shot,Alcoholic,Pour both ingredients into shot glass. Consume Repeatedly,,Southern Comfort,Jack Daniels,,,,,,,,,,,,;;;
;;;
14922,Springtime,Ordinary Drink,Optional alcohol,Poor ingredients over lots of ice.Garnish with slice of lime.,,Absolut Kurant,Lime juice,Cranberry juice,Bitter lemon,,,,,,,,,,;;;
;;;
14924,Hillbilly Bob's Mountaindrink,Milk / Float / Shake,Optional alcohol,Shake all ingredients except coke.Poor over ice and top with coke for an extra creamy head. Serve with a straw on a sunny day.,,Bourbon,Kahlua,Bailey's irish cream,Creme de Cacao,Milk,Coca-Cola,,,,,,,,;;;
;;;
14926,Pine Needle,Ordinary Drink,Alcoholic,Fill glass with ice. Add the ingredients in the order listed.,,Absolut Vodka,Triple sec,Sweet and sour,Pineapple juice,7-Up,,,,,,,,,;;;
;;;
"14928,Photon Torpedo,Shot,Alcoholic,""Mix the Aftershock with vodka, in no particular order."",,Aftershock,Vodka,,,,,,,,,,,,";;;
;;;
"14930,Submarine (conventional),Ordinary Drink,Alcoholic,""Start with the gin, then fill up with the tonic water. And last, add the ginger ale."",,Gin,Ginger ale,Tonic water,,,,,,,,,,,";;;
;;;
"14932,Submarine (nuclear),Ordinary Drink,Alcoholic,""Start with the gin, then fill up the glas with tonic water. And last, add the ginger ale."",,Gin,Ginger ale,Tonic water,,,,,,,,,,,";;;
;;;
14934,Monkey Brain #2,Shot,Alcoholic,pour apfelkorn in shotglas. slowly pour drops of baileys in center of shot finally add a few drops of grenadine.,,Apfelkorn,Bailey's irish cream,Grenadine,,,,,,,,,,,;;;
;;;
"14936,Multiple Orgasm #2,Other/Unknown,Alcoholic,""Pour ingredients into a blender and mix until smooth. Serve in a hurricane glass and top with a cherry. It tastes like a chocolate shake, but with a kick!"",,Bailey's irish cream,Kahlua,Amaretto,Vodka,Half-and-half,Ice,,,,,,,,";;;
;;;
"14938,Caesar,Cocktail,Alcoholic,""Line rim of glass with salt & pepper. Over ice add vodka, fill with Clamato Juice then add remaining ingredients. Garnish with celery stick."",,Vodka,Clamato juice,Tabasco sauce,Worcestershire sauce,,,,,,,,,,";;;
;;;
"14940,R.B. Winter,Ordinary Drink,Alcoholic,""Fill highball glass with ice. Add 1 oz. of Southern Comfort, 1 oz. of Amaretto, fill with Apple juice, do a short shake. While pouring the drink back in the glass add a splash of lime juice."",,Southern Comfort,Amaretto,Apple juice,Lime juice,,,,,,,,,,";;;
;;;
14942,Blue Balls,Shot,Alcoholic,Mix all ingredients. Chill with ice and strain into a shooter glass!,,Blue Curacao,Malibu rum,Peach schnapps,Sweet and sour,Sprite,,,,,,,,,;;;
;;;
14944,Acid Cookie,Shot,Alcoholic,Mix liquor togther. Add Cream. Shake Well. Strain & Serve,,Rumple Minze,Bailey's irish cream,Butterscotch schnapps,151 proof rum,Cream,,,,,,,,,;;;
;;;
"14946,Black Jack WV,Shot,Alcoholic,""Mix all of the ingriedients together over ice,shake til very chilled and strain into two glasses."",,Yukon Jack,Chambord raspberry liqueur,Sour mix,7-Up,,,,,,,,,,";;;
;;;
14948,Fruit Loop,Milk / Float / Shake,Alcoholic,Fill highball glass with ice. Pour curacao over ice then fill with milk.,,Blue Curacao,Milk,Ice,,,,,,,,,,,;;;
;;;
14950,B-54,Ordinary Drink,Alcoholic,Shake over ice,,Bailey's irish cream,Green Creme de Menthe,Grand Marnier,Kahlua,,,,,,,,,,;;;
;;;
"14952,Peach Smoothie,Shot,Alcoholic,""Layer in shot glass Yukon Jack, Jack Daniels and PeachTree Schnapps last"",,Yukon Jack,Jack Daniels,Peachtree schnapps,,,,,,,,,,,";;;
;;;
14954,Pure Pleasure,Ordinary Drink,Alcoholic,Shake all the ingridiens whith lots of ice. Stir in a Hurricane glas.,,Absolut Kurant,Malibu rum,Lemon juice,Cranberry juice,Ice,,,,,,,,,;;;
;;;
"14956,Jello shots,Shot,Alcoholic,""Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away..."",,Vodka,Jello,Water,,,,,,,,,,,";;;
;;;
"14960,The Real Cuba Libre,Ordinary Drink,Alcoholic,""sit outside on balcony, fill glass with crushed ice, sqeeze lime, hold glass up to the sky (best effect during sunset), pour rum up to horizon , add some coke to cover the sky (no overflow), stir smoothly, lean back & ENJOY! Maximum effect with bass heavy dub reggae in the background"",,Ice,Lime,Rum,Coca-Cola,,,,,,,,,,";;;
;;;
"14962,Purple Heart,Cocktail,Alcoholic,""Pour both shots into same glass, add ice if want chilled, stir, and drink."",,Maui,Maui,,,,,,,,,,,,";;;
;;;
"14964,Cran-Ram,Ordinary Drink,Alcoholic,""Combine Rum and Cranberry juice first. Add splash of Sunny D. May drink with crushed ice, if prefered."",,Malibu rum,Cranberry juice,Sunny delight,,,,,,,,,,,";;;
;;;
"14966,In and Out Martini,Cocktail,Alcoholic,""Pack Cocktail glass with ice, add a splash of dry vermouth. While glass chills, add gin in a mixer glass with ice. Throw away ice/vermouth in cocktail glass then strain in Gin."",,Dry Vermouth,Gin,,,,,,,,,,,,";;;
;;;
"14968,Killer Kool-Aid (Rhode Island),Cocktail,Alcoholic,""Pour equal parts into a mug/glass. Add the alcohol first, then add the cranberry juice last. This drink may be mixed/stirred, but it isn't required."",,Absolut Vodka,Amaretto,Malibu rum,Sloe gin,Midori melon liqueur,Cranberry juice,,,,,,,,";;;
;;;
14970,Purple Haze Shooter,Shot,Alcoholic,Stir with ice and strain into a shot glass.,,Tennessee whiskey,Blue Curacao,Grenadine,Lime juice,,,,,,,,,,;;;
;;;
14972,Cherry Bon Bon,Shot,Alcoholic,Layer 3/4 oz. of Godet on top of 3/4 oz. of Creme de Noyaux. Serve in a cordial or shot glass,,White chocolate liqueur,Creme de Noyaux,,,,,,,,,,,,;;;
;;;
"14974,Ken and Kirsten's top shelf Margarita,Ordinary Drink,Alcoholic,""Mix all ingredients and add ice. Shake well pouring ingredients into a second glass. At this point coat the rim of the first glass with salt. Repour your drink into the salted glass. Add fresh squeezed lime, kick back and enjoy!"",,Tequila,Cointreau,Lemonade,Grapefruit juice,Lime,Salt,,,,,,,,";;;
;;;
"14976,Nystedt,Ordinary Drink,Alcoholic,""Shake the orange juice and the grape tonic with lots of ice in a shaker. Pour it in a glass and add the 7-Up and the Vodka. Last, add some lemon and decorate with one slice of orange and one slice of lemon."",,Absolut Vodka,7-Up,Orange juice,Tonic water,Lemon juice,,,,,,,,,";;;
;;;
14978,Rum Punch,Punch / Party Drink,Alcoholic,Mix all ingredients in a punch bowl and serve.,http://www.thecocktaildb.com/images/media/drink/wyrsxu1441554538.jpg,Rum,Ginger ale,Fruit punch,Orange juice,Ice,,,,,,,,,;;;
;;;
14980,Pensacola Bushwacker,Ordinary Drink,Alcoholic,Throw all the ingredients in a blender. Then blend till mixed. Ice-cream suggested for more milk shake like drink.,,Cream of coconut,Kahlua,Black rum,Creme de Cacao,Half-and-half,Ice,Vanilla ice-cream,,,,,,,;;;
;;;
"14982,Southern Smile,Shot,Alcoholic,""Fill jigger with ice. add all ingredients. Cover, shake and pour into shot glasses."",,Cranberry juice,Southern Comfort,Amaretto,,,,,,,,,,,";;;
;;;
14984,The Hot Churchill,Ordinary Drink,Alcoholic,Let Crushed Ginger sit in the 1 1/2 oz of rum for as long as possible -- overnight if you can. Add honey to glass. Top with hot water.,,Rum,Ginger,Honey,Water,,,,,,,,,,;;;
;;;
14986,Hot Dick,Coffee / Tea,Alcoholic,Poyr Bailey's and Grand Marnier into mug. Add espress. Serve it hot with lots of cream and sprinkle with chocolate.,,Bailey's irish cream,Grand Marnier,Espresso,Whipped cream,,,,,,,,,,;;;
;;;
14990,Green Dinosaur #2,Punch / Party Drink,Alcoholic,Combine all ingredients and mix well. Add ice and drink up.,,Tequila,Vodka,Rum,Midori melon liqueur,Lemonade,,,,,,,,,;;;
;;;
"14992,Electric Watermellon,Cocktail,Alcoholic,""Add equal Parts Vodka, Rum, and Melon in a tall cocktail glass with ice. Add a couple of splashes of triple sec (orange Liquor). Fill to the top with sweet and sour. Add a splash of 7 up and grenadine."",,Vodka,Light rum,Midori melon liqueur,Triple sec,Sweet and sour,Grenadine,7-Up,,,,,,,";;;
;;;
14994,K-V-S Kaboom,Punch / Party Drink,Alcoholic,Mix all ingredients into a large punch bowl or ice chest. Slice fruit and add into mixture. More Cranberry juice may be added if you are a bunch of light-weights. Stir vigorously with a paddle.,,151 proof rum,Jack Daniels,Absolut Kurant,Everclear,Cranberry juice,Fruit,Ice,,,,,,,;;;
;;;
14996,Liquid Jello,Ordinary Drink,Alcoholic,Mix kool-aid according to instructions. Fill glass with ice. Pour in citrus vodka. Add kool-aid until glass is full.,,Citrus vodka,Kool-Aid,,,,,,,,,,,,;;;
;;;
14998,Exotica,Cocktail,Alcoholic,Put all ingredients into the shaker. Shake hard and serve in cocktail glass.,,Advocaat,Whisky,Creme de Cacao,Triple sec,Angostura bitters,Orange bitters,,,,,,,,;;;
;;;
idDrink,strDrink,strCategory,strAlcoholic,strGlass,strInstructions,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15;;;
;;;
"15000,Honolulu Action,Shot,Alcoholic,""Layer ingredients in the above order, top with whipped cream, top with a sprinkle of Li Hing Powder."",,Grenadine,Midori melon liqueur,Blue Curacao,Bailey's irish cream,Tequila,Vodka,151 proof rum,,,,,,,";;;
;;;
"15002,Blood Clot #2,Shot,Alcoholic,""Pour Cointreau into glass. Using a spoon, drop the Cherry Advocaat in so it sits on the bottom of the glass. Making sure you have a straw handy, throw the shot back, place the glass on the nearest table and quickly cover the opening of the glass with your hand. Stick the straw between the fingers covering the glass and suck!"",,Cointreau,Advocaat,,,,,,,,,,,,";;;
;;;
"15004,Original Sin,Cocktail,Alcoholic,""Add crushed ice to snifter or gobblet. Add Triple Sec, Brandy, Cherry Heering, Grenadine and Sour Mix. Stir contents. Add sliced fruit. Top off glass with Champagne."",,Ice,Triple sec,Brandy,Cherry Heering,Sour mix,Grenadine,Fruit,,,,,,,";;;
;;;
15006,Turkeyball,Shot,Alcoholic,Shake with ice and strain into a shot glass.,http://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg,Wild Turkey,Amaretto,Pineapple juice,,,,,,,,,,,;;;
;;;
15010,Exploding Cherry,Other/Unknown,Alcoholic,pour it all into an ice-cream pail and add more vodka if you wish.,,Fruit juice,Vodka,Pineapple,Coconut liqueur,,,,,,,,,,;;;
;;;
"15012,Mint Russki,Ordinary Drink,Alcoholic,""Add crushed or twisted leaves of mint, ice cubes, then frozen vodka. Stir and serve."",,Vodka,Mint,Ice,,,,,,,,,,,";;;
;;;
"15014,Beeraquirilla,Ordinary Drink,Alcoholic,""Pour into a blender in this order: ice - beer - tequila - rum - daquari mix - magarita mix. Blend until frothy, then pour."",,Beer,Tequila,Light rum,Daiquiri mix,Margarita mix,Ice,,,,,,,,";;;
;;;
"15016,Nutty Irishman (without milk),Ordinary Drink,Alcoholic,""Pour the Frangelico first over a glass with ice. Then, pour the Bailey's over the top, but do not stir the drink."",,Frangelico,Bailey's irish cream,,,,,,,,,,,,";;;
;;;
15018,Creamy Tan,Other/Unknown,Alcoholic,Add ice and all the ingredients into a shaker and shake well. Then serve in a large glass.,,Kahlua,Bailey's irish cream,Kahlua,Whipping cream,Milk,Ice,,,,,,,,;;;
;;;
15020,Raging Indian,Shot,Alcoholic,Mix a lot and mix in shaker. Pour shot.,,Everclear,Kahlua,Orange juice,Mango,,,,,,,,,,;;;
;;;
